date,binance_btcusd_yield,binance_btccm_yield,binance_ethusd_yield,binance_ethcm_yield,bybit_btcusd_yield,bybit_btccm_yield,bybit_ethusd_yield,bybit_ethcm_yield,okx_btcusd_yield,okx_btccm_yield,okx_ethusd_yield,okx_ethcm_yield,binance_btc_yield,binance_eth_yield,bybit_btc_yield,bybit_eth_yield,okx_btc_yield,okx_eth_yield,binance_total_yield,bybit_total_yield,okx_total_yield,btc_total_yield,eth_total_yield,total_yield
2023-01-01,0.039752500185533224,0.028524962790612562,0.07570233693638362,-0.0025505724470573643,0.22444149043328343,0.07562191178340893,0.07569851155939489,0.07519715759909085,0.029517046837386207,-0.0043578595256974495,0.09003400340903767,0.11934442772398257,0.06827746297614579,0.07315176448932625,0.30006340221669237,0.15089566915848573,0.025159187311688758,0.20937843113302024,0.14142922746547204,0.4509590713751781,0.234537618444709,0.3935000525045269,0.4334258647808322,0.8269259172853591
2023-01-02,-0.011596835780522063,0.09067555961089924,0.10209880848118291,0.0944141984874276,0.116323012194115,-0.022229054459837583,0.11608078684175172,0.08268142587517158,0.0501849109817627,0.13134841284639354,0.04148706345006947,-0.07722917206761482,0.07907872383037717,0.19651300696861052,0.09409395773427742,0.1987622127169233,0.18153332382815623,-0.03574210861754534,0.2755917307989877,0.2928561704512007,0.1457912152106109,0.35470600539281083,0.35953311106798846,0.7142391164607993
2023-01-03,0.08559806027082995,0.05446080798612929,0.03415916943303343,0.019691516520521368,0.11666079989465339,-0.011865052851943392,0.11703571868373586,0.026328247329244547,-0.00799438362097149,0.026532112337547487,-0.05511394558030491,-0.04097019169979432,0.14005886825695923,0.0538506859535548,0.10479574704271,0.1433639660129804,0.018537728716575996,-0.09608413728009924,0.19390955421051403,0.2481597130556904,-0.07754640856352324,0.26339234401624523,0.10113051468643597,0.3645228587026812
2023-01-04,0.05634020700078568,0.0973665983706542,0.11038060433972263,0.06885821538296266,0.11712649981097223,0.11511177931478511,0.1191431713505604,0.11920660093230784,-0.0019463340736921575,0.11247222140894042,-0.0003650400366095319,-0.006435350694117825,0.15370680537143988,0.1792388197226853,0.23223827912575734,0.23834977228286824,0.11052588733524826,-0.006800390730727357,0.3329456250941252,0.4705880514086256,0.1037254966045209,0.4964709718324455,0.4107882012748262,0.9072591731072717
2023-01-05,0.06565354235013698,0.10304517116169354,0.1214249177338953,0.12145928308987308,0.07760403863421805,0.11768802827566094,0.07351551871474737,0.1019515182602806,-0.00397805097559123,0.11609125930521147,-0.02411197139658683,0.14870227319207108,0.16869871351183052,0.24288420082376838,0.195292066909879,0.17546703697502797,0.11211320832962024,0.12459030179548425,0.4115829143355989,0.37075910388490696,0.2367035101251045,0.47610398875132975,0.5429415395942806,1.0190455283456106
2023-01-06,0.08039199808611697,0.053411883875433164,0.1215956410075898,0.062015115708049295,0.05644486921692571,0.08859119377348601,0.1203640143675313,0.08355321483965472,0.06547003916566219,0.017450941883582427,0.061848979628641,0.07917175502855822,0.13380388196155013,0.1836107567156391,0.14503606299041172,0.20391722920718602,0.08292098104924461,0.14102073465719922,0.3174146386771892,0.34895329219759774,0.22394171570644383,0.36176092600120646,0.5285487205800243,0.8903096465812308
2023-01-07,0.05049426836706705,0.0032025010042662228,0.06719585978299425,0.00026072195558812794,0.050349856448747676,-0.027426739401201106,-0.1755715084281747,-0.15727425841470244,0.04750910736043945,-0.007204735697457609,0.15761489616637947,0.007758638158798181,0.053696769371333275,0.06745658173858238,0.02292311704754657,-0.33284576684287714,0.04030437166298184,0.16537353432517765,0.12115335110991565,-0.3099226497953306,0.2056779059881595,0.11692425808186169,-0.10001565077911712,0.01690860730274457
2023-01-08,0.09033174216890894,0.00803730972163974,0.07883139024205277,-0.018943945603230095,0.11827375804241513,0.08903323710325561,-0.09199089894547385,0.0006002406720042597,0.05764483284708355,0.0987508710154581,0.05613908906456966,-0.02809330391299869,0.09836905189054868,0.05988744463882267,0.20730699514567075,-0.0913906582734696,0.15639570386254165,0.028045785151570968,0.15825649652937135,0.11591633687220115,0.18444148901411261,0.46207175089876107,-0.0034574284830759527,0.4586143224156851
2023-01-09,0.023089107679951315,0.025487927823448553,0.09220270919700568,0.11979771321352506,-0.08192659289818105,0.033061636453472154,-0.2593014345952208,0.06571212040702235,0.018415648400848417,-0.0459621121119822,-0.12034912691300814,0.02654974919658515,0.04857703550339987,0.21200042241053074,-0.048864956444708896,-0.19358931418819847,-0.027546463711133784,-0.093799377716423,0.2605774579139306,-0.24245427063290736,-0.12134584142755678,-0.027834384652442812,-0.07538826949409072,-0.10322265414653353
2023-01-10,0.05957629323408353,0.03539603069524744,0.12902640652563524,0.12906872530742186,-0.11552772819370083,0.09154292016974486,0.03505704799821885,0.12019701395134685,-0.0013975977114129012,0.051335832490023714,0.029251928091993395,0.15737664796230555,0.09497232392933097,0.2580951318330571,-0.023984808023955972,0.1552540619495657,0.04993823477861081,0.18662857605429894,0.35306745576238807,0.13126925392560973,0.23656681083290976,0.12092575068398581,0.5999777698369217,0.7209035205209076
