date,binance_btcusd_yield,binance_btccm_yield,binance_ethusd_yield,binance_ethcm_yield,bybit_btcusd_yield,bybit_btccm_yield,bybit_ethusd_yield,bybit_ethcm_yield,okx_btcusd_yield,okx_btccm_yield,okx_ethusd_yield,okx_ethcm_yield,binance_btc_yield,binance_eth_yield,bybit_btc_yield,bybit_eth_yield,okx_btc_yield,okx_eth_yield,binance_total_yield,bybit_total_yield,okx_total_yield,btc_total_yield,eth_total_yield,total_yield
2023-01-02,0.0,0.0,0.0,0.0,0.11643421241687268,0.0,0.0,0.0,0.0,0.007788354865083225,0.0417355439491085,0.0,0.0,0.0,0.11643421241687268,0.0,0.007788354865083225,0.0417355439491085,0.0,0.11643421241687268,0.049523898814191725,0.12422256728195591,0.0417355439491085,0.1659581112310644
2023-01-03,0.0,0.0,0.0,0.0,0.11677233955991717,0.0,0.0,0.0,0.0,0.026367978833868655,-0.05542829295656304,0.0,0.0,0.0,0.11677233955991717,0.0,0.026367978833868655,-0.05542829295656304,0.0,0.11677233955991717,-0.029060314122694386,0.14314031839378583,-0.05542829295656304,0.08771202543722278
2023-01-04,0.0,0.0,0.0,0.0,0.11723850760896593,0.0,0.0,0.0,0.0,0.11174848280693461,0.0,0.0,0.0,0.0,0.11723850760896593,0.0,0.11174848280693461,0.0,0.0,0.11723850760896593,0.11174848280693461,0.22898699041590054,0.0,0.22898699041590054
2023-01-05,0.0,0.0,0.0,0.0,0.07767694930676616,0.0,0.0,0.0,0.0,0.11534305136950707,0.0,0.07347809284077922,0.0,0.0,0.07767694930676616,0.0,0.11534305136950707,0.07347809284077922,0.0,0.07767694930676616,0.18882114421028628,0.19302000067627323,0.07347809284077922,0.26649809351705245
2023-01-06,0.0,0.047592320476832706,0.07596651752721773,0.0,0.05649738374870039,0.0,0.0753499121055261,0.0,0.0,0.017343459130352068,0.0,0.07575881070061374,0.047592320476832706,0.07596651752721773,0.05649738374870039,0.0753499121055261,0.017343459130352068,0.07575881070061374,0.12355883800405043,0.1318472958542265,0.09310226983096581,0.12143316335588517,0.22707524033335758,0.34850840368924274
2023-01-07,0.039693785138047,-0.018556184181288016,0.06415041798028387,0.0,0.050396566466677895,0.0,-0.12141284146851883,0.0,0.0,0.0,0.00802646221037473,0.007434866903688775,0.021137600956758984,0.06415041798028387,0.050396566466677895,-0.12141284146851883,0.0,0.015461329114063505,0.08528801893704285,-0.07101627500184093,0.015461329114063505,0.07153416742343688,-0.041801094374171455,0.029733073049265424
2023-01-08,0.08807270074570273,0.0,0.0752403152696779,0.0,0.11838691984019234,0.0,0.0,0.0,0.0,0.0,0.05326427864011185,0.0,0.08807270074570273,0.0752403152696779,0.11838691984019234,0.0,0.0,0.05326427864011185,0.16331301601538062,0.11838691984019234,0.05326427864011185,0.20645962058589507,0.12850459390978974,0.3349642144956848
2023-01-09,0.02252914041688059,0.0,0.08797813658900044,0.0,-0.005845684415511143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02252914041688059,0.08797813658900044,-0.005845684415511143,0.0,0.0,0.0,0.11050727700588103,-0.005845684415511143,0.0,0.016683456001369446,0.08797813658900044,0.10466159259036989
2023-01-10,0.05810674320759324,0.0,0.12302217475037747,0.0,0.0,0.0,0.0,0.0,0.0,-0.03819744203509989,0.0,0.0,0.05810674320759324,0.12302217475037747,0.0,0.0,-0.03819744203509989,0.0,0.1811289179579707,0.0,-0.03819744203509989,0.019909301172493343,0.12302217475037747,0.1429314759228708
2023-01-11,0.019061695456687566,0.0,0.09265747588376883,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333135793465168,0.0,-0.06766124494037884,0.019061695456687566,0.09265747588376883,0.0,0.0,-0.0333135793465168,-0.06766124494037884,0.11171917134045639,0.0,-0.10097482428689564,-0.014251883889829231,0.024996230943389985,0.010744347053560754
