date,binance_btcusd_yield,binance_btccm_yield,binance_ethusd_yield,binance_ethcm_yield,bybit_btcusd_yield,bybit_btccm_yield,bybit_ethusd_yield,bybit_ethcm_yield,okx_btcusd_yield,okx_btccm_yield,okx_ethusd_yield,okx_ethcm_yield,binance_btc_yield,binance_eth_yield,bybit_btc_yield,bybit_eth_yield,okx_btc_yield,okx_eth_yield,binance_total_yield,bybit_total_yield,okx_total_yield,btc_total_yield,eth_total_yield,total_yield
2023-01-01,0.0,0.0,0.0,0.0,0.22444149043328343,0.0,0.0,0,0.029517046837386207,-0.0043578595256974495,0.0,-0.008243131013129346,0.0,0.0,0.22444149043328343,0.0,0.025159187311688758,-0.008243131013129346,0.0,0.22444149043328343,0.016916056298559412,0.2496006777449722,-0.008243131013129346,0.24135754673184284
2023-01-02,0.0,0.0,0.0,0.0,0.116323012194115,0.0,0.0,0,-0.017860133149013913,0.007788354865083225,0.06398759380894714,-0.01716152932321735,0.0,0.0,0.116323012194115,0.0,-0.010071778283930688,0.04682606448572979,0.0,0.116323012194115,0.0367542862017991,0.10625123391018432,0.04682606448572979,0.1530772983959141
2023-01-03,0.0,0.0,0.0,0.0,0.11666079989465339,0.0,0.0,0,0.0,0.026367978833868655,0.0,0.0,0.0,0.0,0.11666079989465339,0.0,0.026367978833868655,0.0,0.0,0.11666079989465339,0.026367978833868655,0.14302877872852204,0.0,0.14302877872852204
2023-01-04,0.0,0.0,0.0,0.0,0.11712649981097223,0.0,0.0,0,0.0,0.026558593529186325,0.0,0.0,0.0,0.0,0.11712649981097223,0.0,0.026558593529186325,0.0,0.0,0.11712649981097223,0.026558593529186325,0.14368509334015855,0.0,0.14368509334015855
2023-01-05,0.0,0.0,0.0,0.0,0.07760403863421805,0.0,0.0,0,-0.003915422626977638,0.1138374616607356,0.0,0.01307338448986628,0.0,0.0,0.07760403863421805,0.0,0.10992203903375797,0.01307338448986628,0.0,0.07760403863421805,0.12299542352362425,0.18752607766797602,0.01307338448986628,0.2005994621578423
2023-01-06,0.0,0.0,0.0,0.0,-0.012511825869930271,0.0,0.0,0,0.0,0.0,0.0,-0.02650690879614026,0.0,0.0,-0.012511825869930271,0.0,0.0,-0.02650690879614026,0.0,-0.012511825869930271,-0.02650690879614026,-0.012511825869930271,-0.02650690879614026,-0.03901873466607053
2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.030159978133149745,0.0,0.00802646221037473,-0.07841553788946631,0.0,0.0,0.0,0.0,-0.030159978133149745,-0.07038907567909158,0.0,0.0,-0.10054905381224133,-0.030159978133149745,-0.07038907567909158,-0.10054905381224133
2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.027380150758564703,0.05326427864011185,0.0,0.0,0.0,0.0,0.0,0.027380150758564703,0.05326427864011185,0.0,0.0,0.08064442939867655,0.027380150758564703,0.05326427864011185,0.08064442939867655
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.03819744203509989,0.0,0.07479503743834814,0.0,0.0,0.0,0.0,-0.03819744203509989,0.07479503743834814,0.0,0.0,0.03659759540324825,-0.03819744203509989,0.07479503743834814,0.03659759540324825
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.01536137144133054,0.0,-0.03426408822294924,-0.0053466584104354675,0.0,0.0,0.0,0.0,-0.01536137144133054,-0.03961074663338471,0.0,0.0,-0.05497211807471525,-0.01536137144133054,-0.03961074663338471,-0.05497211807471525
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0480661828178548,0.0,0.0,0.0,0.0,0.0,-0.0480661828178548,0.0,0.0,-0.0480661828178548,0.0,-0.0480661828178548,-0.0480661828178548
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1012198227503529,0.006191736525693603,-0.021271966324453273,0.0,0.0,0.0,0.0,0.1012198227503529,-0.01508022979875967,0.0,0.0,0.08613959295159324,0.1012198227503529,-0.01508022979875967,0.08613959295159324
